Cement (%),Slag (%),Fly ash (%),Coarse aggregate (%),Fine aggregate (%),W/CM,Superplasticizer dosage,Age (days),Compressive strength (MPa)
23.93617021,0,0,46.09929078,29.96453901,0.3,0.00462963,28,79.99
23.77807133,0,0,46.45530603,29.76662263,0.3,0.00462963,28,61.89
16.61669165,7.12143928,0,46.57671164,29.68515742,0.48,0,270,40.27
16.61669165,7.12143928,0,46.57671164,29.68515742,0.48,0,365,41.05
9.302543445,6.20169563,0,45.82884444,38.66691648,0.580060423,0,360,44.3
13.42078708,5.751765893,0,47.02320888,33.80423814,0.6,0,90,47.03
18.99050475,4.747626187,0,46.57671164,29.68515742,0.48,0,365,43.7
18.99050475,4.747626187,0,46.57671164,29.68515742,0.48,0,28,36.45
13.42078708,5.751765893,0,47.02320888,33.80423814,0.6,0,28,45.85
23.73813093,0,0,46.57671164,29.68515742,0.48,0,28,39.29
9.302543445,6.20169563,0,45.82884444,38.66691648,0.580060423,0,90,38.07
9.302543445,6.20169563,0,45.82884444,38.66691648,0.580060423,0,28,28.02
21.36431784,2.373813093,0,46.57671164,29.68515742,0.48,0,270,43.01
9.586276488,9.586276488,0,47.02320888,33.80423814,0.6,0,90,42.33
15.33804238,3.834510595,0,47.02320888,33.80423814,0.6,0,28,47.81
19.17255298,0,0,47.02320888,33.80423814,0.6,0,90,52.91
6.337101094,9.505651641,0,47.52825821,36.62898906,0.550143266,0,90,39.36
17.25529768,1.917255298,0,47.02320888,33.80423814,0.6,0,365,56.14
18.99050475,4.747626187,0,46.57671164,29.68515742,0.48,0,90,40.56
23.73813093,0,0,46.57671164,29.68515742,0.48,0,180,42.62
21.36431784,2.373813093,0,46.57671164,29.68515742,0.48,0,180,41.84
6.337101094,9.505651641,0,47.52825821,36.62898906,0.550143266,0,28,28.24
6.337101094,9.505651641,0,47.52825821,36.62898906,0.550143266,0,3,8.06
6.337101094,9.505651641,0,47.52825821,36.62898906,0.550143266,0,180,44.21
19.17255298,0,0,47.02320888,33.80423814,0.6,0,365,52.52
19.17255298,0,0,47.02320888,33.80423814,0.6,0,270,53.3
18.99050475,4.747626187,0,46.57671164,29.68515742,0.48,0,270,41.15
17.25529768,1.917255298,0,47.02320888,33.80423814,0.6,0,180,52.12
21.36431784,2.373813093,0,46.57671164,29.68515742,0.48,0,28,37.43
23.73813093,0,0,46.57671164,29.68515742,0.48,0,7,38.6
15.33804238,3.834510595,0,47.02320888,33.80423814,0.6,0,365,55.26
13.42078708,5.751765893,0,47.02320888,33.80423814,0.6,0,365,52.91
9.302543445,6.20169563,0,45.82884444,38.66691648,0.580060423,0,180,41.72
23.73813093,0,0,46.57671164,29.68515742,0.48,0,270,42.13
9.586276488,9.586276488,0,47.02320888,33.80423814,0.6,0,365,53.69
11.86906547,11.86906547,0,46.57671164,29.68515742,0.48,0,270,38.41
11.86906547,11.86906547,0,46.57671164,29.68515742,0.48,0,28,30.08
16.61669165,7.12143928,0,46.57671164,29.68515742,0.48,0,90,37.72
23.73813093,0,0,46.57671164,29.68515742,0.48,0,90,42.23
11.86906547,11.86906547,0,46.57671164,29.68515742,0.48,0,180,36.25
17.25529768,1.917255298,0,47.02320888,33.80423814,0.6,0,90,50.46
21.36431784,2.373813093,0,46.57671164,29.68515742,0.48,0,365,43.7
11.86906547,11.86906547,0,46.57671164,29.68515742,0.48,0,365,39
19.17255298,0,0,47.02320888,33.80423814,0.6,0,180,53.1
21.36431784,2.373813093,0,46.57671164,29.68515742,0.48,0,90,41.54
21.36431784,2.373813093,0,46.57671164,29.68515742,0.48,0,7,35.08
15.84275274,0,0,47.52825821,36.62898906,0.550143266,0,3,15.05
18.99050475,4.747626187,0,46.57671164,29.68515742,0.48,0,180,40.76
11.86906547,11.86906547,0,46.57671164,29.68515742,0.48,0,7,26.26
18.99050475,4.747626187,0,46.57671164,29.68515742,0.48,0,7,32.82
16.61669165,7.12143928,0,46.57671164,29.68515742,0.48,0,180,39.78
9.586276488,9.586276488,0,47.02320888,33.80423814,0.6,0,180,46.93
11.86906547,11.86906547,0,46.57671164,29.68515742,0.48,0,90,33.12
15.33804238,3.834510595,0,47.02320888,33.80423814,0.6,0,90,49.19
6.337101094,9.505651641,0,47.52825821,36.62898906,0.550143266,0,7,14.59
9.302543445,6.20169563,0,45.82884444,38.66691648,0.580060423,0,7,14.64
23.73813093,0,0,46.57671164,29.68515742,0.48,0,365,41.93
9.302543445,6.20169563,0,45.82884444,38.66691648,0.580060423,0,3,9.13
15.33804238,3.834510595,0,47.02320888,33.80423814,0.6,0,180,50.95
16.61669165,7.12143928,0,46.57671164,29.68515742,0.48,0,28,33.02
15.33804238,3.834510595,0,47.02320888,33.80423814,0.6,0,270,54.38
13.42078708,5.751765893,0,47.02320888,33.80423814,0.6,0,270,51.73
14.54306624,0,0,45.55263652,39.90429724,0.619354839,0,3,9.87
9.586276488,9.586276488,0,47.02320888,33.80423814,0.6,0,270,50.66
13.42078708,5.751765893,0,47.02320888,33.80423814,0.6,0,180,48.7
17.25529768,1.917255298,0,47.02320888,33.80423814,0.6,0,270,55.06
6.337101094,9.505651641,0,47.52825821,36.62898906,0.550143266,0,360,44.7
16.61669165,7.12143928,0,46.57671164,29.68515742,0.48,0,7,30.28
9.586276488,9.586276488,0,47.02320888,33.80423814,0.6,0,28,40.86
20.16632017,0,0,46.56964657,33.26403326,0.301030928,0,28,71.99
16.65182547,8.423864648,0,41.23330365,33.69100623,0.302024148,0.017933239,3,34.4
14.02291648,11.73574434,0,46.85793573,27.38340346,0.304952215,0.014943527,3,28.8
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,3,33.4
18.71422281,4.680757376,0,41.21532365,35.38969617,0.284961415,0.03500847,3,36.3
16.20920683,4.054462935,0,36.83164037,42.90468986,0.270051195,0.049914676,3,29
21.32531202,5.333572775,0,38.255365,35.0857502,0.304984843,0.014988212,3,37.8
20.58100755,5.14305775,0,37.39248727,36.88344743,0.235073354,0.054930058,3,40.2
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,3,33.4
17.1681025,4.289816656,0,37.64523967,40.89684118,0.325097797,0.024912497,3,28.1
23.33230864,0,0,37.42040314,39.24728822,0.266892528,0.053077357,3,41.3
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,3,33.4
14.08251612,9.386871632,0,37.64025091,38.89036134,0.293054771,0.026915114,3,25.2
17.50457437,4.12564259,0,41.24771282,37.12207023,0.296878147,0.022960725,3,41.1
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,3,35.3
14.65302612,12.80159341,0,42.67348694,29.87189353,0.303050289,0.016982688,3,28.3
16.71806167,6.660792952,0,49.969163,26.65198238,0.289994347,0.02996043,3,28.6
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,3,35.3
12.47222827,8.751905903,0,43.76388586,35.01197996,0.297003284,0.022988506,3,24.4
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,3,35.3
19.87504527,8.013400942,0,40.06247736,32.04907642,0.301948052,0.018019481,3,39.3
17.10537861,8.291655699,0,41.44511714,33.15784856,0.252029712,0.038003109,3,40.6
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,3,35.3
15.17015354,8.485229415,0,42.41267846,33.93193858,0.331941545,0.018029987,3,24.1
16.65182547,8.423864648,0,41.23330365,33.69100623,0.302024148,0.017933239,7,46.2
14.02291648,11.73574434,0,46.85793573,27.38340346,0.304952215,0.014943527,7,42.8
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,7,49.2
18.71422281,4.680757376,0,41.21532365,35.38969617,0.284961415,0.03500847,7,46.8
16.20920683,4.054462935,0,36.83164037,42.90468986,0.270051195,0.049914676,7,45.7
21.32531202,5.333572775,0,38.255365,35.0857502,0.304984843,0.014988212,7,55.6
20.58100755,5.14305775,0,37.39248727,36.88344743,0.235073354,0.054930058,7,54.9
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,7,49.2
17.1681025,4.289816656,0,37.64523967,40.89684118,0.325097797,0.024912497,7,34.9
23.33230864,0,0,37.42040314,39.24728822,0.266892528,0.053077357,7,46.9
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,7,49.2
14.08251612,9.386871632,0,37.64025091,38.89036134,0.293054771,0.026915114,7,33.4
17.50457437,4.12564259,0,41.24771282,37.12207023,0.296878147,0.022960725,7,54.1
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,7,55.9
14.65302612,12.80159341,0,42.67348694,29.87189353,0.303050289,0.016982688,7,49.8
16.71806167,6.660792952,0,49.969163,26.65198238,0.289994347,0.02996043,7,47.1
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,7,55.9
12.47222827,8.751905903,0,43.76388586,35.01197996,0.297003284,0.022988506,7,38
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,7,55.9
19.87504527,8.013400942,0,40.06247736,32.04907642,0.301948052,0.018019481,7,56.1
17.10537861,8.291655699,0,41.44511714,33.15784856,0.252029712,0.038003109,7,59.09
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,7,22.9
15.17015354,8.485229415,0,42.41267846,33.93193858,0.331941545,0.018029987,7,35.1
16.65182547,8.423864648,0,41.23330365,33.69100623,0.302024148,0.017933239,28,61.09
14.02291648,11.73574434,0,46.85793573,27.38340346,0.304952215,0.014943527,28,59.8
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,28,60.29
18.71422281,4.680757376,0,41.21532365,35.38969617,0.284961415,0.03500847,28,61.8
16.20920683,4.054462935,0,36.83164037,42.90468986,0.270051195,0.049914676,28,56.7
21.32531202,5.333572775,0,38.255365,35.0857502,0.304984843,0.014988212,28,68.3
20.58100755,5.14305775,0,37.39248727,36.88344743,0.235073354,0.054930058,28,66.9
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,28,60.29
17.1681025,4.289816656,0,37.64523967,40.89684118,0.325097797,0.024912497,28,50.7
23.33230864,0,0,37.42040314,39.24728822,0.266892528,0.053077357,28,56.4
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,28,60.29
14.08251612,9.386871632,0,37.64025091,38.89036134,0.293054771,0.026915114,28,55.5
17.50457437,4.12564259,0,41.24771282,37.12207023,0.296878147,0.022960725,28,68.5
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,28,71.3
14.65302612,12.80159341,0,42.67348694,29.87189353,0.303050289,0.016982688,28,74.7
16.71806167,6.660792952,0,49.969163,26.65198238,0.289994347,0.02996043,28,52.2
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,28,71.3
12.47222827,8.751905903,0,43.76388586,35.01197996,0.297003284,0.022988506,28,67.7
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,28,71.3
19.87504527,8.013400942,0,40.06247736,32.04907642,0.301948052,0.018019481,28,66
17.10537861,8.291655699,0,41.44511714,33.15784856,0.252029712,0.038003109,28,74.5
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,28,71.3
15.17015354,8.485229415,0,42.41267846,33.93193858,0.331941545,0.018029987,28,49.9
16.65182547,8.423864648,0,41.23330365,33.69100623,0.302024148,0.017933239,56,63.4
14.02291648,11.73574434,0,46.85793573,27.38340346,0.304952215,0.014943527,56,64.9
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,56,64.3
18.71422281,4.680757376,0,41.21532365,35.38969617,0.284961415,0.03500847,56,64.9
16.20920683,4.054462935,0,36.83164037,42.90468986,0.270051195,0.049914676,56,60.2
21.32531202,5.333572775,0,38.255365,35.0857502,0.304984843,0.014988212,56,72.3
20.58100755,5.14305775,0,37.39248727,36.88344743,0.235073354,0.054930058,56,69.3
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,56,64.3
17.1681025,4.289816656,0,37.64523967,40.89684118,0.325097797,0.024912497,56,55.2
23.33230864,0,0,37.42040314,39.24728822,0.266892528,0.053077357,56,58.8
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,56,64.3
14.08251612,9.386871632,0,37.64025091,38.89036134,0.293054771,0.026915114,56,66.1
17.50457437,4.12564259,0,41.24771282,37.12207023,0.296878147,0.022960725,56,73.7
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,56,77.3
14.65302612,12.80159341,0,42.67348694,29.87189353,0.303050289,0.016982688,56,80.2
16.71806167,6.660792952,0,49.969163,26.65198238,0.289994347,0.02996043,56,54.9
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,56,77.3
12.47222827,8.751905903,0,43.76388586,35.01197996,0.297003284,0.022988506,56,72.99
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,56,77.3
19.87504527,8.013400942,0,40.06247736,32.04907642,0.301948052,0.018019481,56,71.7
17.10537861,8.291655699,0,41.44511714,33.15784856,0.252029712,0.038003109,56,79.4
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,56,77.3
15.17015354,8.485229415,0,42.41267846,33.93193858,0.331941545,0.018029987,56,59.89
16.65182547,8.423864648,0,41.23330365,33.69100623,0.302024148,0.017933239,91,64.9
14.02291648,11.73574434,0,46.85793573,27.38340346,0.304952215,0.014943527,91,66.6
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,91,65.2
18.71422281,4.680757376,0,41.21532365,35.38969617,0.284961415,0.03500847,91,66.7
16.20920683,4.054462935,0,36.83164037,42.90468986,0.270051195,0.049914676,91,62.5
21.32531202,5.333572775,0,38.255365,35.0857502,0.304984843,0.014988212,91,74.19
20.58100755,5.14305775,0,37.39248727,36.88344743,0.235073354,0.054930058,91,70.7
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,91,65.2
17.1681025,4.289816656,0,37.64523967,40.89684118,0.325097797,0.024912497,91,57.6
23.33230864,0,0,37.42040314,39.24728822,0.266892528,0.053077357,91,59.2
18.71834398,4.681788152,0,37.5291786,39.07068928,0.288913985,0.031055901,91,65.2
14.08251612,9.386871632,0,37.64025091,38.89036134,0.293054771,0.026915114,91,68.1
17.50457437,4.12564259,0,41.24771282,37.12207023,0.296878147,0.022960725,91,75.5
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,91,79.3
16.71806167,6.660792952,0,49.969163,26.65198238,0.289994347,0.02996043,91,56.5
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,91,79.3
12.47222827,8.751905903,0,43.76388586,35.01197996,0.297003284,0.022988506,91,76.8
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,91,79.3
19.87504527,8.013400942,0,40.06247736,32.04907642,0.301948052,0.018019481,91,73.3
17.10537861,8.291655699,0,41.44511714,33.15784856,0.252029712,0.038003109,91,82.6
16.1005284,8.392167311,0,41.94751565,33.55978864,0.298948513,0.021029732,91,79.3
15.17015354,8.485229415,0,42.41267846,33.93193858,0.331941545,0.018029987,91,67.8
10.31148704,0,4.482872154,44.84634326,40.35929754,0.593329781,0.013979877,3,11.58
10.31148704,0,4.482872154,44.84634326,40.35929754,0.593329781,0.013979877,14,24.45
10.31148704,0,4.482872154,44.84634326,40.35929754,0.593329781,0.013979877,28,24.89
10.31148704,0,4.482872154,44.84634326,40.35929754,0.593329781,0.013979877,56,29.45
10.31148704,0,4.482872154,44.84634326,40.35929754,0.593329781,0.013979877,100,40.71
10.98942935,0,4.445405365,44.51233555,40.05282973,0.602606657,0.013907244,3,10.38
10.98942935,0,4.445405365,44.51233555,40.05282973,0.602606657,0.013907244,14,22.14
10.98942935,0,4.445405365,44.51233555,40.05282973,0.602606657,0.013907244,28,22.84
10.98942935,0,4.445405365,44.51233555,40.05282973,0.602606657,0.013907244,56,27.66
10.98942935,0,4.445405365,44.51233555,40.05282973,0.602606657,0.013907244,100,34.56
8.819026048,0,4.553567384,45.59003398,41.03737259,0.56104336,0.025338753,3,12.45
8.819026048,0,4.553567384,45.59003398,41.03737259,0.56104336,0.025338753,14,24.99
8.819026048,0,4.553567384,45.59003398,41.03737259,0.56104336,0.025338753,28,25.72
8.819026048,0,4.553567384,45.59003398,41.03737259,0.56104336,0.025338753,56,33.96
8.819026048,0,4.553567384,45.59003398,41.03737259,0.56104336,0.025338753,100,37.34
8.627702944,0,5.673977078,49.31925849,36.37906149,0.5129714,0.024582384,3,15.04
8.627702944,0,5.673977078,49.31925849,36.37906149,0.5129714,0.024582384,14,21.06
8.627702944,0,5.673977078,49.31925849,36.37906149,0.5129714,0.024582384,28,26.4
8.627702944,0,5.673977078,49.31925849,36.37906149,0.5129714,0.024582384,56,35.34
8.627702944,0,5.673977078,49.31925849,36.37906149,0.5129714,0.024582384,100,40.57
9.770064636,0,5.603033249,48.72363068,35.90327143,0.540351824,0.017051755,3,12.47
9.770064636,0,5.603033249,48.72363068,35.90327143,0.540351824,0.017051755,14,20.92
9.770064636,0,5.603033249,48.72363068,35.90327143,0.540351824,0.017051755,28,24.9
9.770064636,0,5.603033249,48.72363068,35.90327143,0.540351824,0.017051755,56,34.2
9.770064636,0,5.603033249,48.72363068,35.90327143,0.540351824,0.017051755,100,39.61
10.76502502,0,5.53815763,48.18679287,35.51002448,0.561243827,0.013293901,3,10.03
10.76502502,0,5.53815763,48.18679287,35.51002448,0.561243827,0.013293901,14,20.08
10.76502502,0,5.53815763,48.18679287,35.51002448,0.561243827,0.013293901,28,24.48
10.76502502,0,5.53815763,48.18679287,35.51002448,0.561243827,0.013293901,56,31.54
10.76502502,0,5.53815763,48.18679287,35.51002448,0.561243827,0.013293901,100,35.34
8.627465201,0,5.673983891,49.31987435,36.37867655,0.512962728,0.031313387,3,9.45
8.627465201,0,5.673983891,49.31987435,36.37867655,0.512962728,0.031313387,14,22.72
8.627465201,0,5.673983891,49.31987435,36.37867655,0.512962728,0.031313387,28,28.47
8.627465201,0,5.673983891,49.31987435,36.37867655,0.512962728,0.031313387,56,38.56
8.627465201,0,5.673983891,49.31987435,36.37867655,0.512962728,0.031313387,100,40.39
7.660801181,0,7.53073038,48.82728719,35.98118125,0.535766335,0.013632499,3,10.76
7.660801181,0,7.53073038,48.82728719,35.98118125,0.535766335,0.013632499,14,25.48
7.660801181,0,7.53073038,48.82728719,35.98118125,0.535766335,0.013632499,28,21.54
7.660801181,0,7.53073038,48.82728719,35.98118125,0.535766335,0.013632499,56,28.63
7.660801181,0,7.53073038,48.82728719,35.98118125,0.535766335,0.013632499,100,33.54
7.590377237,1.901774779,7.404176854,47.84717106,35.25650007,0.325656663,0.015299845,3,7.75
7.590377237,1.901774779,7.404176854,47.84717106,35.25650007,0.325656663,0.015299845,14,17.82
7.590377237,1.901774779,7.404176854,47.84717106,35.25650007,0.325656663,0.015299845,28,24.24
7.590377237,1.901774779,7.404176854,47.84717106,35.25650007,0.325656663,0.015299845,56,32.85
7.590377237,1.901774779,7.404176854,47.84717106,35.25650007,0.325656663,0.015299845,100,39.23
9.770235799,4.482367678,1.120477632,48.72317665,35.90374224,0.540353277,0.020399667,3,18
9.770235799,4.482367678,1.120477632,48.72317665,35.90374224,0.540353277,0.020399667,14,30.39
9.770235799,4.482367678,1.120477632,48.72317665,35.90374224,0.540353277,0.020399667,28,45.71
9.770235799,4.482367678,1.120477632,48.72317665,35.90374224,0.540353277,0.020399667,56,50.77
9.770235799,4.482367678,1.120477632,48.72317665,35.90374224,0.540353277,0.020399667,100,53.9
9.770277806,4.482005247,1.120729846,48.72341009,35.90357701,0.540346078,0.01977166,3,13.18
9.770277806,4.482005247,1.120729846,48.72341009,35.90357701,0.540346078,0.01977166,14,17.84
9.770277806,4.482005247,1.120729846,48.72341009,35.90357701,0.540346078,0.01977166,28,40.23
9.770277806,4.482005247,1.120729846,48.72341009,35.90357701,0.540346078,0.01977166,56,47.13
9.770277806,4.482005247,1.120729846,48.72341009,35.90357701,0.540346078,0.01977166,100,49.97
10.76505575,0,5.538135613,48.18684177,35.50996686,0.561263799,0.017623045,3,13.36
10.76505575,0,5.538135613,48.18684177,35.50996686,0.561263799,0.017623045,14,22.32
10.76505575,0,5.538135613,48.18684177,35.50996686,0.561263799,0.017623045,28,24.54
10.76505575,0,5.538135613,48.18684177,35.50996686,0.561263799,0.017623045,56,31.35
10.76505575,0,5.538135613,48.18684177,35.50996686,0.561263799,0.017623045,100,40.86
11.18088564,0,4.420219062,44.61598437,39.78291093,0.561958092,0.021074181,3,19.93
11.18088564,0,4.420219062,44.61598437,39.78291093,0.561958092,0.021074181,14,25.69
11.18088564,0,4.420219062,44.61598437,39.78291093,0.561958092,0.021074181,28,30.23
11.18088564,0,4.420219062,44.61598437,39.78291093,0.561958092,0.021074181,56,39.59
11.18088564,0,4.420219062,44.61598437,39.78291093,0.561958092,0.021074181,100,44.3
11.55417522,0,4.422476106,44.22291239,39.80043629,0.542162053,0.015996992,3,13.82
11.55417522,0,4.422476106,44.22291239,39.80043629,0.542162053,0.015996992,14,24.92
11.55417522,0,4.422476106,44.22291239,39.80043629,0.542162053,0.015996992,28,29.22
11.55417522,0,4.422476106,44.22291239,39.80043629,0.542162053,0.015996992,56,38.33
11.55417522,0,4.422476106,44.22291239,39.80043629,0.542162053,0.015996992,100,42.35
9.554552484,0,4.512471451,45.30904383,40.62393224,0.509188533,0.027837259,3,13.54
9.554552484,0,4.512471451,45.30904383,40.62393224,0.509188533,0.027837259,14,26.31
